wave_l,mcp_l,pip_l,wave_r,mcp_r,pip_r,box_size,box_mass,box_mu_s,force_setpoint,time_step,seed,tag,outcome,held,slip_time,drift_final,rot_drift_final,f1_L,f2_L,f3_L,rho_L,grip_force_L,f1_R,f2_R,f3_R,rho_R,grip_force_R,q_L_Wave,q_L_MCP,q_L_PIP,q_L_DIP,q_R_Wave,q_R_MCP,q_R_PIP,q_R_DIP,cond_id,wave_deg,pip_deg,mcp_solved_deg,probe_idx,repeat
-0.2617993877991494,0.05163869353663643,-0.03490658503988659,0.2617993877991494,0.05163869353663643,-0.03490658503988659,0.025,0.12,1.0,2.5,0.002,0,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24156446442205198,0.06614069217806441,-0.08034878885693417,-0.08252867713077751,0.24152583098962516,0.06592109291690941,-0.08057989548106252,-0.08286924624508578,w-15.0_p-02.0_m120,-15.0,-2.0,2.95867919921875,0,0
-0.2617993877991494,0.05163869353663643,-0.03490658503988659,0.2617993877991494,0.05163869353663643,-0.03490658503988659,0.025,0.12,1.0,2.5,0.002,1,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24156435958107833,0.06593384859597315,-0.0803645891547203,-0.08250070271124002,0.2415257305914821,0.06581091679109431,-0.08050303089364053,-0.08270386036097273,w-15.0_p-02.0_m120,-15.0,-2.0,2.95867919921875,0,1
-0.2617993877991494,0.008325041567587699,0.03490658503988659,0.2617993877991494,0.008325041567587699,0.03490658503988659,0.025,0.06,1.0,2.5,0.002,0,sweepA,drop,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26180598880780753,0.9728371812715685,-0.007777922492313914,-0.010130719235188533,0.2618089344487078,1.0203478386526204,-0.009426560412285538,-0.011996666697390057,w-15.0_p+02.0_m060,-15.0,2.0,0.47698974609375006,0,0
-0.2617993877991494,0.008325041567587699,0.03490658503988659,0.2617993877991494,0.008325041567587699,0.03490658503988659,0.025,0.06,1.0,2.5,0.002,1,sweepA,drop,False,,0.009525432526581062,1.4721045455616142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618069779277291,0.9769892541852379,-0.007901148292748563,-0.010262431943161641,0.26181003689717103,1.02731037319111,-0.009618316548852392,-0.012201291552233186,w-15.0_p+02.0_m060,-15.0,2.0,0.47698974609375006,0,1
-0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.025,0.12,1.0,2.5,0.002,0,sweepA,drop,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26180660528601457,0.9815955511925802,0.059603889147755613,0.05700248236918729,0.2618095599420359,1.0187136237334125,0.05837333368500031,0.05558513003078579,w-15.0_p+06.0_m120,-15.0,6.0,-2.0510864257812504,0,0
-0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.025,0.12,1.0,2.5,0.002,1,sweepA,drop,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26180640086157697,0.9796855457625703,0.05965351251883012,0.05705513483005868,0.26180935942889627,1.0183475481466682,0.058382486114372856,0.05559493367818726,w-15.0_p+06.0_m120,-15.0,6.0,-2.0510864257812504,0,1
-0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.025,0.06,1.0,2.5,0.002,0,sweepA,drop,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26180607652262883,0.9745298843913245,0.05978785898859591,0.05719753631620963,0.2618090856016294,1.0198097056925741,0.05834756188138931,0.055558160958197766,w-15.0_p+06.0_m060,-15.0,6.0,-2.0510864257812504,0,0
-0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.025,0.06,1.0,2.5,0.002,1,sweepA,drop,False,,0.014294121889152777,2.569939080543669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26180685419340066,0.9753741208676843,0.05976438328698978,0.05717212997531085,0.26181000803265775,1.0275183089442068,0.05816130620232719,0.055360563958087375,w-15.0_p+06.0_m060,-15.0,6.0,-2.0510864257812504,0,1
-0.2617993877991494,-0.013747237546989026,0.06981317007977318,0.2617993877991494,-0.013747237546989026,0.06981317007977318,0.025,0.06,1.0,2.5,0.002,0,sweepA,drop,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618060534785788,0.9734576628909559,0.025976015897139295,0.023499156846396446,0.2618090393465329,1.0205098327142486,0.024414068466222145,0.02172763249485169,w-15.0_p+04.0_m060,-15.0,4.0,-0.7876586914062499,0,0
-0.2617993877991494,-0.013747237546989026,0.06981317007977318,0.2617993877991494,-0.013747237546989026,0.06981317007977318,0.025,0.06,1.0,2.5,0.002,1,sweepA,drop,False,,0.009594824660884342,2.27923909229553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2618101302571124,1.0356750425895962,0.024329385293569483,0.021751485699805367,-0.2618068051334986,0.9660487848461703,0.025878563410925103,0.023280793562636258,w-15.0_p+04.0_m060,-15.0,4.0,-0.7876586914062499,0,1
-0.2617993877991494,-0.0577852693325393,0.13962634015954636,0.2617993877991494,-0.0577852693325393,0.13962634015954636,0.025,0.06,1.0,2.5,0.002,0,sweepA,drop,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618060230566086,0.9735067406884154,0.09372466497170585,0.09103576497126872,0.2618090865874728,1.0203241262524536,0.0923253292186578,0.08944388366001173,w-15.0_p+08.0_m060,-15.0,8.0,-3.3108520507812496,0,0
-0.2617993877991494,-0.0577852693325393,0.13962634015954636,0.2617993877991494,-0.0577852693325393,0.13962634015954636,0.025,0.06,1.0,2.5,0.002,1,sweepA,drop,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618063712560447,0.9766624364247797,0.09364711425573068,0.09095365768789655,0.2618094352943192,1.021079012996993,0.0923079216261013,0.08942530405252262,w-15.0_p+08.0_m060,-15.0,8.0,-3.3108520507812496,0,1
-0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.025,0.03,1.0,2.5,0.002,0,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12071665124600599,0.07030248116757405,-0.08726602224999892,-0.08726575189946975,0.1206954438911745,0.07007037003635441,-0.08726603551631743,-0.08726578672322867,w-07.5_p-05.0_m030,-7.5,-5.0,4.635925292968749,0,0
-0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.025,0.03,1.0,2.5,0.002,1,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12071656124926083,0.07008621004767776,-0.0872660289430309,-0.08726575228044266,0.12069542043722072,0.06998087446777655,-0.08726603927319385,-0.08726578399769541,w-07.5_p-05.0_m030,-7.5,-5.0,4.635925292968749,0,1
-0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.025,0.06,1.0,2.5,0.002,0,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12071636970475838,0.06946498855010041,-0.08726599647728958,-0.08726574774773857,0.12069513520415755,0.06926569246851785,-0.0872660299001311,-0.08726578194559358,w-07.5_p-05.0_m060,-7.5,-5.0,4.635925292968749,0,0
-0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.025,0.06,1.0,2.5,0.002,1,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12071628715823798,0.0692662761531243,-0.08726601394210035,-0.08726574794294947,0.12069510729162046,0.06916078348208601,-0.08726604067105394,-0.08726578023362142,w-07.5_p-05.0_m060,-7.5,-5.0,4.635925292968749,0,1
-0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.025,0.12,1.0,2.5,0.002,0,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12071623174722282,0.06909649014807379,-0.08726596972057231,-0.08726574528267976,0.12069497818606614,0.06886384721991862,-0.08726600622164365,-0.08726578027303127,w-07.5_p-05.0_m120,-7.5,-5.0,4.635925292968749,0,0
-0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.1308996938995747,0.0809121602387874,-0.08726646259971647,0.025,0.12,1.0,2.5,0.002,1,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12071614240226472,0.06886322870731044,-0.08726598967166913,-0.08726574596834129,0.12069494378405178,0.06875767789409322,-0.08726601618492605,-0.08726577861838923,w-07.5_p-05.0_m120,-7.5,-5.0,4.635925292968749,0,1
-0.1308996938995747,0.05163869353663643,-0.03490658503988659,0.1308996938995747,0.05163869353663643,-0.03490658503988659,0.025,0.03,1.0,2.5,0.002,0,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1207141416784534,0.06748741450750069,-0.07995133062035656,-0.0822994258946234,0.12069476960604737,0.06717352720528133,-0.0802732459516781,-0.08277444324117167,w-07.5_p-02.0_m030,-7.5,-2.0,2.95867919921875,0,0
-0.1308996938995747,0.05163869353663643,-0.03490658503988659,0.1308996938995747,0.05163869353663643,-0.03490658503988659,0.025,0.03,1.0,2.5,0.002,1,sweepA,no_grasp,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12071405460686038,0.06721552281482251,-0.08000758123065058,-0.08232538958736617,0.12069472812808234,0.06709119313675338,-0.0801483405649167,-0.08253202137614986,w-07.5_p-02.0_m030,-7.5,-2.0,2.95867919921875,0,1
-0.2617993877991494,0.030455910226146167,0.0,0.2617993877991494,0.030455910226146167,0.0,0.025,0.03,1.0,2.5,0.002,0,sweepA,drop,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618057228159617,0.9644587721425989,-0.04122466549646363,-0.04342726817808967,0.2618087458052636,1.0252470442636963,-0.04334374930939209,-0.04579545207889108,w-15.0_p+00.0_m030,-15.0,0.0,1.7449951171875,0,0
-0.2617993877991494,0.030455910226146167,0.0,0.2617993877991494,0.030455910226146167,0.0,0.025,0.03,1.0,2.5,0.002,1,sweepA,drop,False,,0.023938464643247157,2.431056791036987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26180646112228523,0.9647106083187215,-0.04123419823126896,-0.04343806467095843,0.26180964326738615,1.033114417580775,-0.043570578607503345,-0.04603771179434976,w-15.0_p+00.0_m030,-15.0,0.0,1.7449951171875,0,1
-0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.025,0.03,1.0,2.5,0.002,0,sweepA,drop,False,,0.024204935300623277,0.8423342450551642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26180659702846093,0.973867727255397,0.05980407110639291,0.05721430829338606,0.26180972971941346,1.0261425182996817,0.058194500338948435,0.05539584225554511,w-15.0_p+06.0_m030,-15.0,6.0,-2.0510864257812504,0,0
-0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.2617993877991494,-0.035798211372845126,0.10471975511965978,0.025,0.03,1.0,2.5,0.002,1,sweepA,drop,False,,0.014293872926694,2.9033575320770146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261806598360065,0.9746190964613873,0.05978448735658781,0.057193585494642034,0.261809713938999,1.0254407476386436,0.05821128222491505,0.05541360498152856,w-15.0_p+06.0_m030,-15.0,6.0,-2.0510864257812504,0,1
-0.2617993877991494,0.008325041567587699,0.03490658503988659,0.2617993877991494,0.008325041567587699,0.03490658503988659,0.025,0.03,1.0,2.5,0.002,0,sweepA,drop,False,,0.06404801847470418,2.9256650524268504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618071335003238,0.9763491954338569,-0.007882843263800529,-0.010243116492706933,0.2618102424530039,1.0296462867005374,-0.00968189739018272,-0.012269031633094278,w-15.0_p+02.0_m030,-15.0,2.0,0.47698974609375006,0,0
-0.2617993877991494,0.008325041567587699,0.03490658503988659,0.2617993877991494,0.008325041567587699,0.03490658503988659,0.025,0.03,1.0,2.5,0.002,1,sweepA,drop,False,,0.05837121366055874,2.450407478928806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618062704989778,0.9670236444978078,-0.007607854197237098,-0.009950284927529564,0.26180939988902635,1.0289027010547835,-0.009660384025524396,-0.012245589672189727,w-15.0_p+02.0_m030,-15.0,2.0,0.47698974609375006,0,1
